단축코드,한글명,시가총액,per,pbr,ROE,부채비율,배당수익률
002150,도화엔지니어링                          ST3002600000000 NN0NNN NNNNNNNNN0NNNNNNNN0000061200000100001NNN00NNN000000060Y0900000000488090000000005002010081200000000003372000000000001686000000012       0 NNY0000,2057.0,-39.1,0.8,0.68,185.94,56.0
002170,삼양통상                                ST3002700060000 NN0NNN NNNNNNNNN0NNNNNNNN0000524000000100001NNN00NNN000000060Y0900000000007140000000050001989111000000000000300000000000001500000000012       0 NNY0,1551.0,14.09,0.34,3.86,4.01,30.0
002200,한국수출포장                            ST3002700070000 NN0NNN NNNNNNNNN0NNNNNNNN0000028700000100001NNN00NNN000000060Y0900000000174250000000005001974062800000000004000000000000002000000000012       0 NNY000,1150.0,33.82,0.38,0.79,19.77,16.0
002210,동성제약                                ST3002700090000 NN0NNN NNNNNNNNN0NNNNNNNN0000009730000100001YNY00NYN000000100N0900000000000000000000010001990011900000000002661900000000002661950700012       0 NNY0,259.0,-3.5,0.39,-15.27,175.31,0.0
002220,한일철강                                ST3002700110000 NN0NNN NNNNNNNNN0NNNNNNNN0000040650000100001NNN00NNN000000100N0900000000682970000000005001988100700000000002669700000000001334873000012       0 NNY0,1040.0,-19.77,0.62,2.04,99.54,2.0
002240,고려제강                                ST3002700110000 NN0NNY NNNNNNNNY0NNNNNNNN0000178500000100001NNN00NNN000000040Y0900000000222810000000010001976052500000000002700000000000002700000000012       0 NNY0,4822.0,14.32,0.27,1.54,36.75,35.0
002310,아세아제지                              ST3002700070000 NN0NNN NNNNNNNNN0NNNNNNNN0000075200000100001NNN00NNN000000040Y0900000001209390000000010001988121500000000004163200000000004478251000012       0 NNY00,3072.0,13.64,0.37,5.21,23.77,5.0
002320,한진                                    ST3001900000000 NN0NNY NNNNNNNNN0NNNNNNYN0000199800000100001NNN00NNN000000040Y0900000000404340000000050001974081200000000001523500000000007617505000012       0 NN,3047.0,-69.93,0.21,1.18,181.55,12.0
002350,넥센타이어                              ST2002700080000 NN0NNY NNYNNNNNN0NNNNNNNN0000064000000100001NNN00NNN000000040Y0900000002537870000000005001976051900000000009766700000000005083393850012       0 NNY00,6270.0,5.29,0.36,6.26,148.94,26.0
002355,넥센타이어1우B                          ST0002700080000 NN0NNN NNNNNNNNN0NNNNNNNN0000033150000100001NNN00NNN000000100N0900000000141700000000005001999060800000000000650000000000000325000000012       2 NNN000,215.0,0.0,0.0,0.0,0.0,27.0
002360,SH에너지화학                            ST3002700080000 NN0NNN NNNNNNNNN0NNNNNNNN0000003740000100001NNN00NNN000000100N0900000007080530000000005001985122300000000011113300000000005556686500012       0 NNY00,407.0,-3.89,0.49,-14.38,41.29,0.0
002380,KCC                                     ST2002700080000 NN4NNY NNNNNNNNN0NYNNNNNN0004440000000100001NNN00NNN000000040Y0900000000226970000000050001973062500000000000888600000000004808466000012       0,39056.0,12.58,0.73,30.96,120.53,20.0
002390,한독                                    ST3002700090000 NN0NNY NNNNYNNNN0NNNNNNNN0000113700000100001NNN00NNN000000060Y0900000000147800000000005001976063000000000001376300000000000688176650012       0 NN,1569.0,-2.99,0.55,-10.25,195.17,40.0
002410,범양건영                                ST3001800000000 NN0NNN NNNNNNNNN0NNNNNNNN0000019350000100001YNY00NNN000000100N0900000000000000000000010001988052500000000002747900000000002747982000012       0 NNY0,532.0,-1.06,2.84,-2452.47,0.0,0.0
002420,세기상사                                ST3001600000000 NN0NNN NNNNNNNNN0NNNNNNNN0000051500000100001NNN00NNN000000100N0900000000080650000000005001968122700000000000596900000000000298497400012       0 NNY0,316.0,-10.43,1.21,-10.99,106.01,0.0
002450,삼익악기                                ST3002700000000 NN0NNN NNNNNNNNN0NNNNNNNN0000011690000100001NNN00NNN000000060Y0900000002454320000000005001988093000000000009053000000000004526545750012       0 NNY0,1055.0,33.29,0.35,14.53,86.12,10.0
002460,HS화성                                  ST3001800000000 NN0NNN NNNNNNNNN0NNNNNNNN0000100200000100001NNN00NNN000000100N0900000000420390000000050001988092900000000001015000000000006225400000012       0 NN,1023.0,8.54,0.26,4.36,118.28,10.0
002600,조흥                                    ST3002700050000 NN0NNN NNNNNNNNN0NNNNNNNN0001563000000100001NNN00NNN000000100N0900000000000100000000050001976122300000000000060000000000000300000000012       0 NN,936.0,37.22,0.63,6.75,206.97,120.0
002620,제일파마홀딩스                          ST3002600000000 NN0NNY NNNNYNNNN0NNNNNNNN0000080300000100001NNN00NNN000000060Y0900000000077340000000005001988012000000000001597300000000000798667750012       0 NNY0000,1300.0,-2.54,0.42,2.43,89.83,10.0
002630,오리엔트바이오                          ST3002700090000 NN0NNY NNNNYNNNN0NNNNNNNN0000005540000100001NNN00NNN000000100N0900000022004880000000005001976122800000000011858300000000005929150250003       0 NNY0000,651.0,-4.95,0.91,-16.81,18.0,0.0
002690,동일제강                                ST3002700110000 NN0NNN NNNNNNNNN0NNNNNNNN0000016360000100001NNN00NNN000000100N0900000000609050000000005002015092400000000002030000000000001015018000012       0 NNY0,332.0,-68.17,0.21,-0.32,11.81,0.0
002700,신일전자                                ST3001600000000 NN0NNN NNNNNNNNN0NNNNNNNN0000012890000100001NNN00NNN000000100N0900000003443890000000005001975093000000000007104700000000003552376050012       0 NNY0,914.0,64.35,1.09,1.76,56.65,2.0
002710,TCC스틸                                 ST3002700110000 NN3NNY NNNNNNNNN0NNNNNNNN0000189800000100001NNN00NNN000000060Y0900000002655280000000010001984122100000000002621300000000002621369700012       0 NY,4810.0,23.86,1.89,1.97,130.72,10.0
002720,국제약품                                ST3002700090000 NN0NNN NNNNNNNNN0NNNNNNNN0000042100000100001NNN00NNN000000100N0900000001150830000000010001975122700000000002115900000000002115983200012       0 NNY0,902.0,17.34,0.98,9.87,83.85,3.0
002760,보락                                    ST3002700080000 NN0NNN NNNNNNNNN0NNNNNNNN0000010070000100001NNN00NNN000000100N0900000001742480000000002001989113000000000005990000000000001198000000012       0 NN,602.0,-40.2,1.29,-3.16,27.08,2.5
002780,진흥기업                                ST3001800000000 NN0NNN NNNNNNNNN0NNNNNNNN0000006960000100001NNN00NNN000000060Y0900000005266490000000005001977062500000000014547100000000007273587250012       0 NNY0,1007.0,46.13,0.38,0.81,102.63,0.0
002785,진흥기업우B                             ST0001800000000 YN0NNN NNNNNNNNN3NNNNNNNN0000037150000100001NNN00NNN000000100N0900000000000310000000005002003061600000000000085700000000000042860900012       2 NNN00,32.0,0.0,0.0,0.0,0.0,0.0
002787,진흥기업2우B                            ST0001800000000 YN0NNN NNNNNNNNN0NNNNNNNN0000082800000100001NNN00NNN000000100N0900000000000050000000005002006120500000000000029400000000000014740400012       2 NNN00,24.0,0.0,0.0,0.0,0.0,0.0
002790,아모레퍼시픽홀딩스                      ST2002700080000 NN7NNY NNNNNNNNN0NNNNNNNN0000259000000100001NNN00NNN000000030Y0900000001591530000000005001973043000000000007945800000000004122909000012       0 NYY000022,20182.0,9.67,0.69,4.99,21.05,66.0
002795,아모레퍼시픽홀딩스우                    ST0002700080000 NN0NNN NNNNNNNNN0NNNNNNNN0000111800000100001NNN00NNN000000100N0900000000216240000000005001989063000000000000644300000000000322188500012       1 NNN0000000,705.0,0.0,0.0,0.0,0.0,67.0
002810,삼영무역                                ST3001600000000 NN0NNN NNNNNNNNN0NNNNNNNN0000151700000100001NNN00NNN000000100N0900000000325480000000005001988032800000000001846600000000000923347400012       0 NNY0,2805.0,4.94,0.49,11.61,18.36,140.0
002820,SUN&L                                   ST3002700070000 NN0NNN NNNNNNNNN0NNNNNNNN0000024450000100001NNN00NNN000000100N0900000000066290000000010001976052200000000001260700000000001260798900012       0,317.0,-2.02,0.14,-6.51,127.12,0.0
002840,미원상사                                ST2002700080000 NN4NNN NNNNNNNNN0NNNNNNNN0001490000000100001NNN00NNN000000030Y0900000000040120000000005001989092500000000000475000000000000666178000012       0 NNY0,7182.0,14.21,1.72,10.1,18.3,100.0
002870,신풍                                    ST3001600000000 NN0NNN NNNNNNNNN0NNNNNNNN0000012040000100001NNN00NNN000000100N0900000001808210000000005001976063000000000003495800000000001747935000012       0 NN,419.0,133.22,0.52,2.92,4.06,0.0
002880,대유에이텍                              ST3002700150000 NN0NNN NNNNNNNNN0NNNNNNNN0000012180000100001NNN00NNN000000100N0900000004062580000000005001977021800000000004674400000000002337201000012       0 NNY00,560.0,10.78,1.27,18.33,611.37,0.0
002900,TYM                                     ST3002700120000 NN0NNN NNNNNNNNN0NNNNNNNN0000060200000100001NNN00NNN000000100N0900000002861290000000025001973062600000000004505000000000011262739000012       0,2681.0,14.73,0.63,11.18,102.84,2.0
002920,유성기업                                ST3002700150000 NN0NNN NNNNNNNNN0NNNNNNNN0000020100000100001NNN00NNN000000100N0900000000201050000000005001988101000000000002594700000000001297375000012       0 NNY0,516.0,-4.63,0.18,1.94,32.23,8.0
002960,한국쉘석유                              ST2002700080000 NN0NNY NNNNNNNYN0NNNNNNNN0004455000000100001NNN00NNN000000100N0900000000031180000000050001988081000000000000130000000000000700000000012       0 NNY00,5727.0,15.62,4.5,28.93,50.3,40.0
002990,금호건설                                ST3001800000000 NN0NNY NNNNNNNNN0NYNNNNNN0000035300000100001NNN00NNN000000100N0900000000940600000000050001976062600000000003699600000000018498380000012       0 NNY0,1265.0,-0.56,0.53,10.03,607.22,0.0
002995,금호건설우                              ST0001800000000 YN0NNN NNNNNNNNN0NNNNNNNN0000110300000100001NNN00NNN000000100N0900000000010140000000050001988100600000000000029200000000000146133000012       1 NNN00,32.0,0.0,0.0,0.0,0.0,0.0
003000,부광약품                                ST3002700090000 NN0NNY NNNNYNNNN0NNNNNNNN0000036950000100001NNN00NNN000000100N0900000005071030000000005001988080500000000009866400000000005150699300012       0 NNY0,3646.0,-102.64,1.09,5.15,52.85,0.0
003010,혜인                                    ST3001600000000 NN0NNN NNNNNNNNN0NNNNNNNN0000054500000100001NNN00NNN000000100N0900000000825160000000005001988092000000000001271200000000000635637350012       0 NN,683.0,9.39,0.53,6.19,118.63,36.0
003030,세아제강지주                            ST2002100000000 NN3NNY NNNNNNNNY0NNNNNNNN0001453000000100001NNN00NNN000000030Y0900000000156170000000050001969051300000000000414100000000002070828500012       0 NYY000,5939.0,13.87,0.3,8.18,121.39,36.0
003060,에이프로젠바이오로직스                  ST3002700090000 NN0NNY NNNNYNNNN0NNNNNNNN0000005570000100001NNN00NNN000000100N0900000002960090000000005001984101900000000019840700000000009920392250012       0 NNY00000031,1095.0,-0.68,0.29,-68.03,77.28,0.0
003070,코오롱글로벌                            ST3001800000000 NN0NNN NNNNNNNNN0NNNNNNNN0000089400000100001NNN00NNN000000060Y0900000000157720000000050001978091500000000001893200000000009466356500012       0 NNY000,1712.0,7.38,0.29,-18.72,388.33,6.0
003075,코오롱글로벌우                          ST0001800000000 NN0NNN NNNNNNNNN3NNNNNNNN0000157400000100001NNN00NNN000000100N0900000000013690000000050001989121100000000000074000000000000370368500012       1 NNN0000,115.0,0.0,0.0,0.0,0.0,7.0
003080,SB성보                                  ST3002700080000 NN0NNN NNNNNNNNN0NNNNNNNN0000027700000100001NNN00NNN000000100N0900000000377060000000005001976122300000000002002000000000001001000000012       0 NN,557.0,-16.16,0.44,66.92,46.7,14.0
003090,대웅                                    ST2002700090000 NNANNY NNNNYNNNN0NNNNNNNN0000215500000100001NNN00NNN000000030Y0900000000757060000000005001973062600000000005814100000000002907099000012       0 NN,12588.0,21.74,1.17,12.75,85.28,40.0
003120,일성아이에스                            ST3002700090000 NN0NNN NNNNNNNNN0NNNNNNNN0000229500000100001NNN00NNN000000100N0900000000171430000000010001985011400000000001330000000000001330000000012       0 NNY000,3059.0,23.35,0.62,3.41,3.05,100.0
003160,디아이                                  ST3002700140000 NN0NNN NNNNNNNNN0NNNNNNNN0000235000000100001NNN00NNN000000100N0900000018302100000000005001996073100000000002830000000000001724839250012       0 NNY,6934.0,628.21,4.33,13.72,111.37,20.0
003200,일신방직                                ST3002700060000 NN0NNN NNNNNNNNN0NNNNNNNN0000117800000100001NNN00NNN000000050Y0900000000327490000000005001973052300000000002296000000000001200000000012       0 NNY0,2762.0,9.97,0.31,4.49,18.36,40.0
003220,대원제약                                ST3002700090000 NN0NNY NNNNYNNNN0NNNNNNNN0000130600000100001NNN00NNN000000040Y0900000000303300000000005001999121500000000002242700000000001121379150012       0 NNY0,2918.0,20.52,1.0,1.78,107.67,60.0
003230,삼양식품                                ST1002700050000 NN7YNY YYNNNNNNN0NNNNNNNN0013220000000100001NNN00NNN000000020Y0900000001220800000000050001975063000000000000753300000000003766507500012       0 NYY0,101545.0,37.33,12.33,40.79,94.16,44.0
003240,태광산업                                ST2002700080000 NN4NNY NNNNNNNNN0NNNNNNNN0008030000000100001NNN00NNN000000030Y0900000000014040000000050001975122700000000000111300000000000556700000012       0 NYY0,8929.0,4.16,0.21,2.49,18.66,35.0
003280,흥아해운                                ST3001900000000 NN0NNN NNNNNNNNN0NNNNNNNN0000017310000100001NNN00NNN000000060Y0900000102401290000000005001976062900000000024042400000000012021244950012       0 NNY0,4183.0,10.55,1.83,8.63,84.58,0.0
003300,한일홀딩스                              ST2002700100000 NN0NNY NNNNNNNNN0NYNNNNNN0000165600000100001NNN00NNN000000040Y0900000000169310000000010001969112000000000003083200000000003335955400012       0 NNY00,4989.0,4.2,0.31,1.95,58.89,93.0
003350,한국화장품제조                          ST3002700080000 NN0NNN NNNNNNNNN0NNNNNNNN0000560000000100001NNN00NNN000000100N0900000004519620000000005001978020600000000000453200000000000226600000012       0 NNY0000,2447.0,10.58,3.23,36.48,47.24,40.0
003460,유화증권                                ST3002100240000 NN0NNN NNNNNNNNN0NNNNNNNN0000027100000100001NNN00NNN000000100N0900000000609470000000010001987082400000000005670200000000005670241500012       0 NNY0,1531.0,11.25,0.37,3.5,50.88,16.0
003465,유화증권우                              ST0002100240000 YN0NNN NNNNNNNNN0NNNNNNNN0000026500000100001NNN00NNN000000100N0900000000021820000000010001990022000000000001747600000000001747642500012       1 NNN00,457.0,0.0,0.0,0.0,0.0,17.0
003470,유안타증권                              ST2002100240000 NN0NNY NNNNNNNNN0NNNYNNNN0000038150000100001NNN00NNN000000060Y0900000007894640000000050001988012100000000019959600000000099798288000012       0 NNY00,7714.0,11.24,0.49,4.0,957.77,4.0
003475,유안타증권우                            ST0002100240000 NN0NNN NNNNNNNNN0NNNNNNNN0000037750000100001NNN00NNN000000100N0900000000832360000000050001989032200000000001291200000000006456106000012       1 NNN000,495.0,0.0,0.0,0.0,0.0,5.0
003480,한진중공업홀딩스                        ST3001700000000 NN0NNN NNNNNNNNN0NNNNNNNN0000050100000100001NNN00NNN000000060Y0900000001334150000000050001956030300000000002952900000000015514906000012       0 NNY00000,1451.0,2.57,0.35,12.87,281.76,2.4
003490,대한항공                                ST1001900000000 NN9YNY NYNNNNNNN0NNNNNNYN0000225000000100001NNN00NNN000000020Y0900000025311850000000050001966031800000000036822000000000184110330500012       0 NYY0,81561.0,6.21,0.78,14.4,310.52,15.0
003495,대한항공우                              ST0001900000000 NN0NNN NNNNNNNNN0NNNNNNNN0000233000000100001NNN00NNN000000100N0900000000089060000000050001990033100000000000111000000000000555397000012       1 NNN00,255.0,0.0,0.0,0.0,0.0,16.0
